96,157
97,176
97,244
101,215
101,234
101,253
118,32
118,32
118,49
118,33
118,17
118,17
102,244
118,23
118,24
118,24
102,121
86,219
70,153
70,153
70,121
70,121
70,122
70,122
70,123
70,75
70,75
70,26
54,250
54,250
54,250
54,250
70,10
70,10
70,26
70,26
70,42
70,42
70,59
70,59
70,59
70,44
70,28
54,251
54,235
54,219
54,235
54,235
54,235
54,235
54,235
54,235
54,235
54,251
54,251
54,251
54,251
70,28
70,44
70,44
70,44
70,44
70,44
70,44
70,44
70,44
70,44
70,44
70,28
54,219
54,202
54,202
54,202
54,202
54,235
54,235
54,251
70,27
70,27
70,92
70,92
70,107
70,139
70,139
70,75
70,60
70,28
54,122
54,122
38,203
38,203
38,219
38,220
38,220
38,204
38,235
54,233
70,74
70,186
70,217
70,217
70,218
70,218
70,218
70,203
70,203
70,203
70,203
70,203
70,203
70,203
70,202
70,217
86,75
86,107
86,107
86,140
86,206
87,224
87,240
87,241
87,241
87,241
87,241
87,224
87,224
86,239
86,239
86,239
86,222
86,222
86,206
87,208
87,228
103,129
102,159
102,174
102,190
102,188
102,188
102,188
102,171
102,154
102,187
102,203
96,247
96,247
97,224
97,210
97,204
97,222
98,223
99,225
99,237
99,238
102,208
102,210
102,170
102,138
102,59
102,10
70,122
54,201
54,121
54,89
54,25
38,249
38,249
54,10
54,91
54,107
55,148
55,141
57,131
57,148
57,148
57,149
57,148
57,148
57,150
57,151
57,151
57,152
57,136
57,137
57,137
57,137
57,153
57,169
57,231
73,24
73,56
73,103
73,214
89,23
89,167
89,245
105,3
105,3
105,34
105,34
105,48
105,64
105,66
105,50
105,68
105,135
121,21
121,20
121,17
121,17
120,175
121,241
121,241
137,18
137,18
137,82
137,98
137,113
137,113
137,113
136,143
136,159
153,2
153,52
153,178
153,226
169,18
169,50
169,50
169,50
169,49
169,49
168,63
168,63
168,31
152,222
152,222
200,168
199,125
199,73
199,7
137,16
137,16
137,17
137,16
137,16
137,32
137,64
137,80
137,112
137,113
137,114
137,113
137,96
136,142
136,173
136,233
136,214
136,213
136,213
136,212
136,212
136,211
136,210
136,209
136,208
135,207
135,206
135,172
135,171
135,169
135,167
135,167
135,166
135,149
135,148
135,148
135,148
135,149
135,149
135,149
135,149
151,68
151,84
151,100
151,100
151,98
151,113
151,113
151,113
151,114
151,99
151,114
151,113
151,113
151,113
151,114
151,99
151,99
151,129
151,177
151,209
151,193
151,177
151,177
150,223
150,239
150,255
151,224
151,224
151,224
150,255
166,13
166,28
166,92
166,125
166,125
166,125
166,125
166,142
166,175
167,192
167,192
167,225
215,59
96,169
99,239
116,15
117,25
117,26
117,29
117,29
117,15
117,15
102,240
102,242
102,243
102,244
102,229
102,229
102,214
102,214
102,202
103,145
103,54
103,38
103,23
103,7
103,7
103,7
87,232
87,232
87,202
87,170
71,188
71,188
71,155
71,155
71,107
55,187
56,138
56,143
57,100
57,101
57,101
57,101
57,117
57,116
57,116
57,133
57,133
57,134
57,134
57,134
57,134
57,134
57,133
57,133
57,133
57,133
57,133
57,133
57,133
57,133
57,133
57,85
57,69
57,69
57,69
57,53
57,53
117,138
117,138
117,154
117,143
118,112
118,129
118,129
118,101
118,101
118,85
118,69
118,70
118,86
118,86
118,86
118,86
118,86
118,69
118,68
118,69
118,69
118,69
118,70
118,72
118,90
119,96
119,97
119,33
119,2
103,194
102,43
86,219
86,41
70,186
54,234
54,234
54,202
54,169
54,106
54,27
54,10
38,251
38,236
38,204
38,204
54,44
54,60
54,173
54,189
54,140
54,139
54,108
54,92
54,76
54,76
54,60
54,60
54,60
54,44
54,44
54,44
54,108
54,124
54,76
54,28
38,236
38,204
38,204
38,204
38,204
38,204
38,204
38,204
38,204
38,204
38,204
38,204
54,107
54,123
55,145
55,100
55,84
55,84
55,85
55,85
39,232
39,185
39,185
39,169
39,170
39,170
39,139
39,107
39,63
40,32
40,33
40,18
40,18
40,18
40,18
40,18
40,18
40,33
40,33
40,32
40,48
40,48
40,48
39,79
39,79
39,94
39,110
39,125
39,157
39,157
39,223
40,208
40,208
40,209
39,205
39,202
71,115
71,180
87,53
87,151
103,88
103,219
119,43
119,89
151,69
151,84
151,100
151,99
151,99
151,98
151,113
151,128
151,161
151,225
166,30
166,44
166,44
166,61
166,60
166,75
166,76
166,61
167,64
167,65
167,35
167,3
151,147
151,115
151,100
151,85
151,85
151,115
151,130
96,247
135,186
135,220
135,239
152,7
152,7
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,22
152,22
152,22
152,22
152,22
87,13
87,14
87,14
87,14
87,14
87,14
87,14
87,14
87,14
71,253
87,12
87,251
103,27
103,39
103,54
103,132
103,209
103,225
103,224
102,255
118,123
118,155
134,91
134,108
134,125
135,82
135,83
135,83
135,99
135,195
135,228
135,244
135,244
151,4
151,4
151,4
151,20
151,51
151,52
151,84
151,161
151,176
150,191
150,191
150,191
150,190
150,221
150,252
166,12
167,2
167,2
167,2
167,2
151,244
151,245
167,104
167,136
183,173
200,34
200,171
200,172
200,142
200,110
200,216
200,231
200,231
200,231
200,231
200,231
200,216
200,216
200,200
200,200
200,184
200,168
200,169
200,153
200,138
200,122
200,122
200,123
200,107
200,91
200,92
200,76
200,60
200,45
200,29
200,14
184,239
184,207
185,112
185,80
184,111
184,175
184,191
184,191
184,191
184,175
184,175
184,175
184,175
184,175
185,161
185,147
185,147
96,169
97,227
97,228
97,200
97,202
97,191
114,22
114,40
114,11
98,254
99,224
99,209
99,194
99,179
99,180
99,149
99,119
99,126
99,126
99,127
100,129
101,195
101,198
135,112
135,196
151,53
151,130
151,162
151,162
151,210
151,209
151,209
151,208
151,208
151,209
151,131
151,131
151,115
151,99
151,84
135,225
135,208
135,231
135,237
152,8
152,9
152,11
152,11
136,251
136,205
136,174
136,159
137,97
137,82
137,83
121,131
121,3
105,227
105,183
105,168
105,152
105,120
105,88
89,136
89,137
89,121
89,121
89,137
89,153
89,169
89,169
89,169
85,49
85,33
85,5
69,248
85,23
85,53
96,247
97,253
114,10
115,22
118,203
118,220
118,253
134,62
134,111
135,145
135,162
151,22
151,145
183,39
200,133
200,188
200,189
200,189
200,190
200,190
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,189
200,190
200,190
200,190
200,191
200,173
200,167
200,166
200,166
200,168
200,137
200,122
200,122
200,123
200,124
200,124
200,125
200,125
200,125
200,125
200,126
200,126
200,126
200,126
200,127
200,127
201,112
201,80
200,46
200,29
200,28
200,10
200,52
200,81
199,94
199,77
199,77
199,95
199,95
200,80
200,81
200,84
200,86
200,103
200,103
200,104
200,124
200,125
200,125
200,126
200,126
200,126
200,110
200,111
184,30
168,255
169,0
153,208
153,208
152,207
152,13
136,237
136,142
136,126
121,193
121,161
121,161
121,128
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,157
96,173
97,192
102,114
102,119
102,59
70,90
70,9
54,216
54,168
54,104
54,88
54,153
54,153
54,153
54,153
54,153
54,137
54,137
54,137
54,137
54,137
54,137
54,137
54,137
54,137
54,105
54,89
54,89
54,106
54,124
54,124
55,112
55,114
55,113
55,112
54,143
54,142
54,142
54,142
54,142
54,142
54,142
54,142
54,141
54,141
54,140
54,140
54,123
54,123
54,122
54,235
70,11
70,11
70,44
70,44
70,76
70,76
70,75
70,91
70,75
70,75
70,75
70,75
70,75
70,76
70,59
70,27
70,27
54,252
54,252
54,252
54,252
54,252
54,252
54,252
54,251
54,203
54,74
54,42
54,42
54,91
54,139
54,155
54,155
54,138
54,124
54,124
54,124
54,124
54,141
54,142
55,117
55,118
55,93
56,70
56,91
56,92
56,93
56,110
57,144
57,144
57,85
57,56
57,57
57,26
112,76
112,76
112,76
112,76
114,1
102,115
102,119
86,138
70,42
54,218
54,154
54,121
54,121
54,105
54,26
38,250
54,90
54,90
54,11
38,235
38,235
38,219
38,219
38,234
38,234
38,235
38,235
38,236
38,236
38,251
54,11
54,59
54,75
54,91
54,91
54,107
54,124
55,147
55,133
55,121
56,153
56,127
57,96
57,98
57,103
57,104
57,105
57,105
57,137
57,153
73,55
73,104
73,184
73,232
89,8
89,23
89,39
89,39
89,39
89,71
89,71
89,86
89,102
89,150
89,166
105,69
105,177
105,177
105,192
104,239
120,31
120,47
120,63
121,48
121,3
105,228
105,197
105,165
105,150
105,118
105,39
105,39
105,24
105,8
105,8
105,8
105,9
105,10
89,250
89,233
96,157
96,157
96,157
96,157
96,158
96,159
99,120
99,138
101,200
101,156
101,143
102,112
102,115
102,118
102,105
102,74
102,26
86,234
86,170
86,154
86,122
70,251
70,91
70,10
54,217
54,184
54,184
54,137
54,25
54,9
38,250
38,250
54,44
54,124
55,122
55,123
55,123
55,138
55,138
55,154
55,154
55,154
55,154
55,154
55,170
55,170
55,170
55,186
55,171
55,171
55,171
55,172
55,172
55,189
55,189
55,156
55,156
55,156
55,189
55,205
71,141
87,124
87,221
103,153
103,216
103,247
103,247
103,247
119,7
119,7
119,7
119,7
103,247
103,247
102,185
102,182
102,102
102,102
102,102
102,134
102,121
70,106
54,120
54,12
38,252
38,252
54,92
54,124
54,159
55,145
55,142
56,112
56,122
56,110
57,112
57,113
57,100
57,101
57,101
57,101
57,102
57,103
57,103
57,103
57,119
57,119
57,136
57,136
57,136
57,137
57,153
57,183
73,22
73,54
73,87
73,119
73,120
73,120
73,120
73,120
73,120
73,120
73,119
73,118
73,118
73,118
73,117
73,102
73,71
73,55
73,40
73,39
73,39
73,39
57,231
57,215
57,199
57,131
57,145
56,175
56,159
57,144
57,129
57,130
57,115
57,100
57,130
57,146
56,143
56,142
56,126
56,110
57,98
57,68
57,68
57,36
57,37
57,26
57,10
57,10
57,8
57,24
57,72
57,104
57,167
57,199
73,6
73,38
73,54
73,86
73,150
73,166
73,182
73,214
89,104
89,230
105,147
105,179
105,194
105,210
105,226
105,242
121,2
121,18
121,34
121,50
121,83
121,83
121,99
121,99
121,82
121,66
121,66
121,66
121,50
121,50
121,50
121,50
121,50
121,50
121,50
121,51
121,36
121,36
121,36
121,37
121,21
121,5
105,245
105,229
105,213
105,197
105,181
121,2
121,81
121,97
136,158
136,158
136,158
136,190
136,222
136,237
136,237
136,253
152,13
152,30
152,79
112,76
112,76
112,76
113,51
113,37
97,255
98,224
98,228
98,229
98,231
98,231
98,232
98,232
98,205
98,222
99,238
100,224
100,228
100,229
100,232
100,233
100,235
100,236
100,239
101,224
101,210
101,210
101,212
101,213
101,215
101,216
101,201
101,202
101,204
101,205
101,190
102,176
86,42
86,10
70,186
54,217
54,72
54,24
54,9
38,250
38,250
38,250
54,10
54,27
54,59
54,59
54,75
54,75
54,91
54,108
54,108
54,108
54,108
54,124
54,124
54,124
54,124
54,124
54,124
54,124
54,124
54,124
54,124
54,140
54,140
54,140
54,140
54,140
54,140
54,155
54,155
54,170
54,217
54,217
54,232
54,232
54,248
70,39
70,39
115,210
115,209
115,193
115,146
115,146
115,90
115,109
116,97
116,135
116,123
116,109
116,109
116,109
116,125
116,126
116,142
116,143
116,143
117,128
117,128
117,128
117,128
117,128
117,128
117,129
117,130
117,115
117,115
117,115
117,132
117,132
117,132
117,115
117,115
117,115
117,84
117,68
117,68
117,68
117,68
117,84
117,84
117,84
117,68
117,68
117,68
117,68
117,68
117,52
117,52
117,52
117,52
117,68
117,68
117,68
117,68
117,68
117,82
117,81
117,113
117,130
117,131
117,132
117,130
116,91
116,89
116,150
116,165
116,165
116,182
116,182
116,199
116,201
116,201
116,201
116,202
116,218
116,202
116,186
116,219
116,234
116,218
116,201
116,201
116,185
116,185
116,185
116,201
116,201
116,201
116,201
116,201
116,201
116,201
116,201
116,186
116,171
116,125
116,95
102,202
103,82
103,68
103,83
103,83
103,83
103,131
96,247
96,247
96,247
96,247
96,247
96,250
96,252
113,6
113,24
115,23
99,220
100,206
118,33
102,74
70,57
70,9
54,232
54,232
54,200
54,152
54,136
54,136
54,136
54,136
54,136
54,136
54,152
54,152
54,152
54,168
54,168
54,168
54,168
54,136
54,120
54,105
54,105
54,124
55,138
55,189
55,221
87,252
103,196
119,132
134,173
134,206
135,226
151,68
151,84
151,99
151,115
151,115
151,115
151,115
151,115
151,115
151,131
167,83
167,146
183,66
183,98
199,4
199,20
199,85
199,167
199,183
199,199
199,166
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,149
199,165
199,182
199,231
199,247
215,24
215,56
215,102
215,117
215,117
215,117
215,115
215,114
215,113
215,113
96,169
96,169
96,169
96,169
96,169
96,169
96,169
96,173
97,176
99,204
101,174
102,144
102,131
102,118
70,154
70,25
54,200
54,184
54,136
54,104
54,56
54,24
54,56
54,88
54,72
54,41
54,26
38,250
54,10
54,25
38,234
38,218
38,234
38,234
38,234
38,234
54,57
54,57
54,25
54,25
54,25
54,25
54,184
54,200
54,200
54,184
54,184
54,200
54,248
70,9
70,9
70,9
70,9
70,9
54,201
54,185
54,185
54,185
54,232
54,248
54,248
54,248
54,248
54,248
54,248
95,91
95,92
95,108
111,101
111,228
127,35
123,140
123,108
107,216
106,167
105,108
89,24
73,201
73,57
57,248
57,186
57,154
57,170
57,170
57,170
57,185
57,201
57,201
57,201
57,185
57,185
57,185
57,185
57,201
57,217
57,233
73,24
73,24
73,122
73,170
73,185
73,201
73,201
73,186
73,105
73,73
73,41
73,26
73,26
57,250
57,202
57,186
57,186
57,186
57,186
57,186
57,186
57,186
57,187
57,187
57,187
215,156
215,156
215,156
215,156
215,155
215,155
215,155
215,171
215,189
215,189
215,189
215,188
215,188
215,188
215,172
199,220
199,205
199,205
199,205
199,205
199,205
199,143
200,98
200,156
200,143
200,143
201,112
201,96
201,96
201,96
201,97
201,97
201,97
201,97
201,97
201,97
201,97
201,97
201,97
201,97
201,98
201,98
201,98
201,98
201,98
201,35
201,19
185,246
185,246
201,8
201,8
201,8
185,245
185,245
185,227
185,227
185,227
185,228
185,229
185,228
185,228
185,227
185,227
185,227
185,227
185,227
185,227
185,227
185,227
185,227
185,228
185,229
185,229
185,226
185,225
185,225
185,225
185,226
185,226
185,226
185,227
185,228
185,229
185,229
185,214
185,183
185,151
185,216
185,248
201,5
201,20
201,20
201,19
201,19
201,18
201,18
201,19
201,20
201,20
201,20
201,20
201,19
201,81
201,96
215,85
215,69
215,53
215,37
215,5
215,22
215,38
215,38
215,38
215,38
215,38
215,38
215,38
215,54
215,55
215,55
215,55
215,71
215,72
215,72
215,88
215,88
215,89
215,89
215,89
215,89
215,88
215,88
215,88
215,88
215,72
215,72
215,71
215,71
215,55
215,54
215,38
215,38
215,38
215,38
215,6
199,246
199,231
199,231
199,89
183,85
183,85
183,68
183,84
183,69
183,69
183,53
183,68
183,84
183,100
183,100
183,115
183,131
183,146
183,162
183,178
183,225
199,0
199,0
199,16
199,16
199,32
199,32
199,32
199,48
199,48
199,64
199,80
199,80
199,96
199,87
199,73
184,245
200,8
200,89
200,138
200,138
200,138
200,138
200,138
200,138
200,138
200,138
200,138
200,122
200,122
200,14
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
184,239
200,103
199,255
215,75
127,85
127,82
127,81
126,127
126,188
142,36
141,142
141,227
140,184
140,164
123,107
123,75
106,229
121,39
121,69
136,31
136,111
137,208
137,224
136,246
151,15
151,58
151,58
151,24
135,248
135,218
135,203
135,203
135,202
135,202
135,202
135,201
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,185
135,185
135,185
135,185
135,185
135,185
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,169
135,170
135,171
135,171
135,221
135,221
135,223
136,208
136,224
135,255
135,238
135,205
135,219
135,234
135,234
135,234
135,234
135,234
135,234
135,234
135,235
135,235
135,236
135,236
135,237
135,238
136,177
136,216
136,201
136,202
136,180
136,180
136,241
152,0
152,0
151,15
151,14
151,14
151,29
151,28
151,27
151,26
135,250
135,217
119,200
119,122
103,235
103,136
87,38
55,97
55,37
39,249
39,219
39,220
40,0
24,241
39,63
39,94
39,110
39,109
40,166
40,223
41,177
41,178
41,197
41,214
41,214
41,215
41,198
41,161
41,161
55,176
54,142
54,126
54,126
54,126
54,126
54,142
54,142
54,142
54,142
54,126
54,142
54,142
54,143
55,128
55,128
55,144
